X,Y,OBJECTID,record,vesselTerms,areaIdentifier,chart,positionQuality,positionSource,depth,soundingType,yearSunk,history,latitudeDD,longitudeDD
-8212880.67642191,4988288.42859577,2631,4418,OBSTRUCTION,B,12366,High,Direct,29,Feet and tenths,,"HISTORY H5078/30WD--PROJ. NO.64; ROCKY, 27FT, DEEP REEF, (CHARTED AS RK CLEARED 25FT), SCALED IN LAT 40-50-12N, LONG 73-46-40W. H5547/34--27FT DEVELOPED. 32FT FOUND WITHIN 10M TO THE NW. 27FT CARRIED",40.836717,-73.777561
-8235415.19716504,4937547.64359554,2632,4745,OBSTRUCTION,B,12324,High,Direct,19,Feet and tenths,,"H10035/82--OPR-B139-WH-82; DIVER INVESTIGATION OF SPIKE ON ECHOGRAM REVEALED A 100 FT DIAMETER STRUCTURE OF RK AND RUBBLE EXTENDING 7-10 FT VERTICALLY IN LAT 40-29-27.22N, LONG 73-58-49.36W; 23 FT LEADLINE LEAST DEPTH; ABUNDANT MARINE LIFE; E",40.490964,-73.979992
-8150187.74599989,5000349.55795821,2633,14973,OBSTRUCTION,B,12364,Unknown,Not Provided,,Feet and tenths,,,40.918639,-73.214381
-8146633.98146177,5001010.7442789,2634,14974,OBSTRUCTION,B,12364,Unknown,Not Provided,,Feet and tenths,,,40.923127,-73.182457
-7871621.76668733,5112053.71746988,2635,4221,OBSTRUCTION,B,13236,High,Direct,1,Feet and tenths,,"04221 HISTORY H9724/77--OPR-503-WH-77; DURING DEVELOPMENT ON 6 FT SNDG, LD OF 0.7 FT LOCATED IN LAT 41-40-20.76N, LONG 70-42-45.02; IDENTIFIED ON FATHOGRAM AS A ROCK; NO DP AND POLE SNDG, LL SNDG, OR DIVER INVESTIGATION OBTAINED; QUALITY REVIEWER",41.672536,-70.711981
-7876043.26710019,5114795.82717954,2636,4224,OBSTRUCTION,B,13236,High,Direct,0,,,"ISTORY CL755/49--CGS SHIP HILGARD; CONCRETE FOUNDATIONS OF A FORMER BOATHOUSE ì FOUND IN LAT 41-41-27.0N, LONG 70-45-08.4W. H9724/77--OPR-503-WH-77; PSR ITEM 23; REMAINS, 30 FT X 30 FT, FOUND IN LAT ì 41-41-26.99N, LONG 70-45-08.0W; BARES 4 FT A",41.690933,-70.7517
-7869659.98282842,5116157.11258287,2637,4227,OBSTRUCTION,B,13236,High,Direct,6,Feet and tenths,,"04227 HISTORY UNKNOWN SOURCE--12 FT SNDG CHARTED IN LAT 41-42-00N, LONG 70-41-48W. OUTCROP OF ROCKS AWASH; DIVER INVESTIGATION; 6 FT LEADLINE LD LOCATED IN LAT 41-41-59.86N, LONG 70-41-41.58W; NM SENT BY AMC 2/6/80; EVALUATOR",41.700064,-70.694358
-7870594.51026057,5116191.10614781,2638,4228,OBSTRUCTION,B,13236,High,Direct,9,Feet and tenths,,04228 HISTORY LNM15/81--1ST CGD; REF. CL332/81 (NOS); 9 FT ROCK LOCATED IN LAT 41-42-00.69N LONG 70-42-11.66W; DATA FROM H9724/77 DURING VERIFICATION AT AMC; CHARTED DEPTH IS 14 FT; LOCATED BY DIVERS.,41.700292,-70.702753
-8223183.96623066,4982057.88771238,2639,4272,OBSTRUCTION,B,12339,High,Direct,22,Feet and tenths,,"HISTORY LNM53/71--100-FT. STAKEBOAT REPORTED SUNK AND LYING ON ITS SIDE IN 23 FT. IN GENERAL ANCHORAGE 11 IN POS. LAT. 40-47-40N, LONG. 73-52-13W. WRECK COMPLETELY SUBMERGED AT HW; HULL VISIBLE AT LOW TIDE. CHARTED AS A VISIBLE WR",40.794358,-73.870117
-8216754.03909446,4982779.74386812,2640,4273,OBSTRUCTION,B,12366,Med,Scaled,0,,,"HISTORY TP-00885/77--PHOTO. 1975, REVIEW 1977, CLASS III (FIELD EDIT POSTPONED); OBSTRUCTION SCALED FROM TP-00885 IN APPROX. POS. LAT. 40-47-57.0N, LONG. 73-48-46.0W, VISIBLE AT HW",40.799267,-73.812356
-7769514.15263759,5103541.28717835,2641,4527,OBSTRUCTION,B,13237,High,Direct,0,,,"SURVEY REQUIREMENT COMMENTS SURVEY ONLY IN CONJUNCTION WITH AWOIS #3983. HISTORY H10191/85--OPR-B118-MI-85; OBSTR REP. (15.5 FMS) IN LAT 41-36-55N, LONG ì 69-47-43W; FOUND DURING OFFICE PROCESSING; LEAST DEPTH AND DESCRIPTION ì NOT ACQUIRED. D",41.615392,-69.794733
-7765710.80978521,5106519.27435196,2642,4528,OBSTRUCTION,B,13237,High,Direct,0,,,"SURVEY REQUIREMENT COMMENTS SURVEY ONLY IN CONJUNTION WITH AWOIS #3988 HISTORY H10191/85--OPR-B118-MI-85; OBSTR REP. (18.1 FMS) IN LAT 41-38-07N, LONG ì 69-45-40W; FOUND DURING OFFICE PROCESSING; ì LEAST DEPTH AND DESCRIPTION NOT ACQUIRED. D",41.635389,-69.760567
-7764594.4976268,5108084.06691525,2643,4529,OBSTRUCTION,B,13237,High,Direct,0,,,SURVEY REQUIREMENT COMMENTS SURVEY ONLY IN CONJUNTION WITH AWOIS #3988 HISTORY H10191/85--OPR-B118-MI-85; OBSTR (20FM FATH. DEPTH) LOCATED IN LAT ì 41-38-44.82 LONG 69-45-03.9W; FOUND DURING OFFICE PROCESSING; ì OBSTR WAS NOT DETECTED BY SSS,41.645894,-69.750539
-7756908.77523313,5118580.95443222,2644,4530,OBSTRUCTION,B,13200,High,Direct,0,,,"HISTORY H10186/85--OPR-B118-MI-85; SUBM OBSTR (ECHOSOUNDER DEPTH 52FMS AT MLLW) WAS ì LOCATED IN LAT 41-42-58.35N, LONG 69-40-55-36W, IN GENERAL DEPTHS OF 57 TO 62 ì FMS. FEATURE APPEARS TO BE EITHER A WRECK OR A BOULDER AND IS APPROX 50 FEET ì LO",41.716319,-69.681497
-7766023.73088225,5154980.03443175,2645,4531,OBSTRUCTION,B,13246,High,Direct,0,,,"HISTORY H10186/85--OPR-B118-MI-85; SUBM OBSTR (ECHOSOUNDER DEPTH 56FT AT MLLW) WAS ì LOCATED IN LAT 41-57-35.36N, LONG 69-45-50.1W, IN GENERAL DEPTHS OF 61 TO 65 ì FMS. FEATURE HAD STRONG RETURN ON ECHOSOUNDER, PROBABLY A WRECK OR SINGLE ì BOULDER",41.959928,-69.763378
-7776983.13836754,5155363.87498945,2646,4532,OBSTRUCTION,B,13246,High,Direct,0,,,"HISTORY H10186/85--OPR-B118-MI-85; SUBM OBSTR (COVERED 34FMS AT MLLW) WAS LOCATED ì IN LAT 41-57-44.59N, LONG 69-51-44.52W BY ECHOSOUNDER IN SURROUNDING ì DEPTHS OF 36 TO 40FMS. (ENTERED 3/87 RWD)",41.962492,-69.861828
-8266067.91942662,4940222.57311472,2647,4537,OBSTRUCTION,B,12331,High,Direct,0,,,"D9/79--CES 12331, OPR-B408-WH-79, ITEM K; SOUTHERN WRECKAGE AREA DELINEATED ON 8/2/79 BY FOUR POSITIONS. AREA CONTAINS WRECKS AND PIER RUINS. POS. GIVEN IS ON PIER RUINS AND IS THE NORTHERN MOST POINT CLOSEST TO CHANNEL. SOUTHERN MOST POINT CL",40.509236,-74.25535
-8266199.61046937,4941158.94182045,2648,4538,OBSTRUCTION,B,12331,Low,Direct,0,,,"HISTORY LNM56/72--OBSTRUCTION CONSISTING OF A DAMAGED MOORING DOLPHIN, SHEERED OFF BELOW THE WATERLINE IS REPORTED TO EXIST IN POS. LAT. 40-30-56N, LONG.74-15-25W.",40.515631,-74.256533
-8265495.84843054,4941304.49334397,2649,4539,OBSTRUCTION,B,12331,High,Direct,0,,,"HISTORY D9/79--CES 12331, OPR-B408-WH-79, ITEM K; NORTHERN WRECKAGE AREA DELINEATED ON 7/11/79 BY 13 POSITIONS. AREA CONTAINS VARIOUS WOODEN AND STEEL WRECKAGE ALONG WITH PIER AND DRYDOCK RUINS. GIVEN POS. IS THE APPROX. CENTRAL POINT CL",40.516625,-74.250211
-8223313.20608696,4935638.07320635,2650,14204,OBSTRUCTION,B,12326,High,Direct,,Feet and tenths,,"Unknown charting source. Submerged obstruction with least depth of 49 feet. B-310-TJ-08, H11916 - SSS and SWMB data show no significant contact within this AWOIS search radius, updated sounding data charted and danger circle and Obstn removed from cha",40.477917,-73.871278
-8025681.75619265,5064111.94349659,2651,14231,OBSTRUCTION,B,13213,High,Direct,3,Meters and tenths,,"H11441/2005 - Survey Position: 041° 21' 00.145"" N, 72° 05' 45.334"" W Least Depth: 3.48 m Timestamp: 2005-141.15:41:55.391 (05/21/2005) Survey Line: b370_tj_05_h11441a / 1014_mb / 2005-141 / 169_1541 Profile/Beam: 463/200 Charts Affected: 13213_1,",41.350042,-72.095925
-8024388.33470633,5066342.63299918,2652,14237,OBSTRUCTION,B,13213,High,Direct,5,Meters and tenths,,"H11441/2005 - Survey Position: 41° 21' 54.3"" N, 072° 05' 03.5"" W Least Depth: 5.22 m (= 17.14 ft = 2.857 fm = 2 fm 5.14 ft) TPU (±1.96s): THU (TPEh) [None] ; TVU (TPEv) [None] Timestamp: 2005-135.14:29:29.563 (05/15/2005) Survey Line: h11441 / 1014",41.365083,-72.084306
-8113318.38171912,4929525.90674857,2653,14203,OBSTRUCTION,B,12326,High,Direct,,Feet and tenths,,Unknown Charting source. Appeared on chart sometime between 1992 and 1996.,40.436139,-72.883178
-8019553.05930427,5056368.96573856,2654,14230,OBSTRUCTION,B,13213,High,Direct,6,Meters and tenths,,"H11441/2005 - Survey Position: 041° 17' 52.104"" N, 72° 02' 27.132"" W Least Depth: 6.45 m Timestamp: 2005-136.17:34:26.883 (05/16/2005) Survey Line: b370_tj_05_h11441a / 1014_mb / 2005-136 / 557_1733 Profile/Beam: 532/34 Charts Affected: 13213_1, 1",41.297806,-72.04087
-8024876.80467622,5063710.23394773,2655,14234,OBSTRUCTION,B,13213,High,Direct,4,Meters and tenths,,,41.347333,-72.088694
-8024876.80467622,5063710.23394773,2656,14238,OBSTRUCTION,B,13213,High,Direct,4,Meters and tenths,,"H11441/2005 - Survey Position: 41° 20' 50.4"" N, 072° 05' 19.3"" W Least Depth: 4.50 m (= 14.78 ft = 2.463 fm = 2 fm 2.78 ft) TPU (±1.96s): THU (TPEh) [None] ; TVU (TPEv) [None] Timestamp: 2005-141.14:39:19.848 (05/21/2005) Survey Line: h11441 / 1014",41.347333,-72.088694
-8024876.80467622,5063710.23394773,2657,14239,OBSTRUCTION,B,13213,High,Direct,4,Meters and tenths,,"H11441/2005 - Survey Position: 41° 20' 50.4"" N, 072° 05' 19.3"" W Least Depth: 4.50 m (= 14.78 ft = 2.463 fm = 2 fm 2.78 ft) TPU (±1.96s): THU (TPEh) [None] ; TVU (TPEv) [None] Timestamp: 2005-141.14:39:19.848 (05/21/2005) Survey Line: h11441 / 1014",41.347333,-72.088694
-8001637.40594742,5055983.28432099,2658,14865,OBSTRUCTION,B,13214,Med,Direct,18,Feet and tenths,,Stake PA - No source data available.,41.295203,-71.879931
-8053532.34315001,5059658.03775898,2659,14447,OBSTRUCTION,B,13275,High,Direct,,,,unidentified source - obstruction with approximate position.,41.32,-72.346111
-8242149.02688852,4943106.93456263,2660,14509,OBSTRUCTION,B,,High,Direct,,,,H11601/2006;NOS-- Survey located dangerous obstruction with a least depth of 8.52 m (27.9 ft) at Lat. 40/31/44.16N Long. 74/2/25.74W (NAD83). The obstruction was found in Chapel Hill North Channel rising 1 foot above the channel controlling depth. (Enter,40.528933,-74.040483
-8241963.56880588,4948542.03304627,2661,14513,OBSTRUCTION,B,12402,High,Direct,24,Feet and tenths,,H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 7.29 m (23.9 ft) at Lat. 40/33/57.7N Long. 74/2/19.7W (NAD83). Office recommends deleting 23 Obstruction and danger curve and adding 24 Obstruction with a danger curve. (Enter,40.566033,-74.038817
-8231080.19245319,4943808.78712422,2662,14516,OBSTRUCTION,B,,High,Direct,,,,"H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 5.91 m (19.4 ft) at Lat. 40/32/1.41N Long. 73/56/27.8W (NAD83). (Entered 3/17/09, EAN)",40.533725,-73.94105
-8241937.51986558,4944797.05949203,2663,14527,OBSTRUCTION,B,12402,High,Direct,28,Feet and tenths,,"H11601/2006;NOS-- Survey located an obstruction with a least depth of 9.33 m (28 ft) at Lat. 40/32/25.7N Long. 74/2/18.9W (NAD83). The obstruction was found in Chapel Hill North Channel rising 2 feet above the channel controlling depth. (Entered 3/18/09,",40.540472,-74.038583
-8239031.18982135,4948097.15025702,2664,14504,OBSTRUCTION,B,12402,High,Direct,16,Feet and tenths,,"H11601/2006; NOS-- Survey located a dangerous obstruction (a possible barge or barrel) with a least depth of 4.80 m (15.7 ft) at Lat. 40/33/46.8N Long. 74/0/44.9W (NAD 83). (Entered 3/16/09, EAN)",40.562997,-74.012475
-8232435.17374604,4944194.88567655,2665,14531,OBSTRUCTION,B,,High,Direct,,,,"H11601/2006;NOS-- Survey located an obstruction with a least depth of 7.14 m (23.5 ft) at Lat. 40/32/10.9N Long. 73/57/11.6W (NAD83). (Entered 3/18/09, EAN)",40.536361,-73.953222
-8241981.15726818,4948041.76097207,2666,14511,OBSTRUCTION,B,12402,High,Direct,24,Feet and tenths,,"H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 7.22 m (23.7 ft) at Lat. 40/33/45.4N Long. 74/2/20.3W (NAD83). (Entered 3/17/09, EAN)",40.562619,-74.038975
-8232016.50095867,4943126.56042584,2667,14514,OBSTRUCTION,B,,High,Direct,,,,"H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 5.90 m (19.3 ft) at Lat. 40/31/44.6N Long. 73/56/58.1W (NAD83). (Entered 3/17/09, EAN)",40.529067,-73.949461
-8239531.81543718,4935853.49716612,2668,14408,OBSTRUCTION,B,12401,High,Direct,25,Feet and tenths,,"OPR-B310-TJ-07 -- H11709, DtoN submitted for shoaling area found with RESON 8125 swmb. 25ft sounding is above the Sandy Hook Channel controlling depth of 40.2 FT (left inside quarter). This encroaching spit descends from the 14 ft sounding on the outsi",40.479389,-74.016972
-8053192.21750194,5060440.38382982,2669,14446,OBSTRUCTION,B,13275,High,Direct,1,Feet and tenths,,,41.325278,-72.343056
-8242480.53679463,4950907.31441082,2670,14503,OBSTRUCTION,B,12402,High,Direct,22,Feet and tenths,,"H11601/2006; NOS-- Survey located an obstruction with a least depth of 6.90 m (22.6 ft) at Lat. 40/34/55.8N Long. 73/2/36.5W (NAD83). (Entered 3/16/09, EAN)",40.582172,-74.043461
-8237375.64586843,4949052.58912303,2671,14506,OBSTRUCTION,B,12402,High,Direct,9,Feet and tenths,,"H11601/2006;NOS-- Survey found dangerous obstruction with a least depth of 2.83 m (9.27 ft) in Lat. 40/34/10.3N and Long. 73/59/51.4W (NAD83). (Entered 3/16/09, EAN)",40.569517,-73.997603
-8241840.78313786,4943498.71767071,2672,14510,OBSTRUCTION,B,,High,Direct,,,,"H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 7.24 m (23.8 ft) at Lat. 40/31/53.8N Long. 74/2/15.8W (NAD83). (Entered 3/17/09, EAN)",40.531608,-74.037714
-8053739.50873014,5058303.5341752,2673,14448,OBSTRUCTION,B,13275,High,Direct,,,,unidentified source - 'Obstns',41.310861,-72.347972
-8232338.10314917,4944857.26474233,2674,14515,OBSTRUCTION,B,12402,High,Direct,13,Feet and tenths,,"H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 3.98 m (13.1 ft) at Lat. 40/32/27.18N Long. 73/57/8.5W (NAD83). (Entered 3/17/09, EAN)",40.540883,-73.95235
-8232984.98082405,4942813.73035375,2675,14522,OBSTRUCTION,B,,High,Direct,,,,"H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 5.95 m (19.5 ft) at Lat. 40/31/36.9N Long. 73/57/29.4W (NAD83). (Entered 3/17/09, EAN)",40.526931,-73.958161
-8231250.84525882,4943185.87626763,2676,14532,OBSTRUCTION,B,,High,Direct,,,,"H11601/2006;NOS-- Survey located an obstruction with a least depth of 6.18 m (20.2 ft) at Lat. 40/31/46.1N Long. 73/56/33.3W (NAD83). (Entered 3/18/09, EAN)",40.529472,-73.942583
-8232327.63912288,4945059.12200543,2677,14517,OBSTRUCTION,B,12402,High,Direct,13,Feet and tenths,,"H11601/2006;NOS-- Survey located a dangerous obstruction with a least depth of 3.98 m (13.1 ft) at Lat. 40/32/32.14N Long. 73/57/8.12W (NAD83). (Entered 3/17/09, EAN)",40.542261,-73.952256
-7944126.91253837,5097086.61009532,2678,14577,OBSTRUCTION,B,13218,High,Direct,26,Feet and tenths,,"Unknown source; Added between 1997 and 2001, Obstn (24). 41-34-19.3N, 71-21-48.2W. (Entered 5/6/09 KAK) H11930-- OPR-B301-NRT5-11; 2011; Designated sounding is 26 ft least depth measured by MBES of small feature at approximate location of charted",41.572028,-71.363306
-7939862.75081118,5086379.07434571,2679,14578,OBSTRUCTION,B,13218,High,Direct,20,Feet and tenths,,"LNM 35/83 - 1st CG; Automobile submerged in 18 feet of water, PA, 41-30'N, 71-19.5W. (Entered 5/6/09 KAK) H11930-- OPR-B301-NRT5-11; 2011; 20 ft least depth on feature found near charted automobile. Found with MBES. Feature rises approximately",41.500028,-71.325
-8260212.51299661,4954473.82799872,2680,14677,OBSTRUCTION,B,12333,High,Direct,19,Feet and tenths,,"H11398, OPR-B310-NRT5-07; The area was covered with 100% Klein 3000 SSS and 100% Simrad EM3000 MBES. The Object is an OBSTN located on the edge of the channel (Tremley Point Reach), with a depth of 19 feet in Latitude 40-36-23.N, Longitude 074-12-09.9W",40.6065,-74.20275
-8260988.65483492,4950926.95456401,2681,14680,OBSTRUCTION,B,12333,High,Direct,25,Feet and tenths,,"H11398, OPR-B310-NRT5-07; The area was covered with 100% Klein 3000 SSS and 100% Simrad EM3000 MBES. The contact is an OBSTN or possible cultural material from shoreline construction/ruins on shore, with a depth of 25 feet in Latitude 40-34-56.3N, Long",40.582306,-74.209722
-8261325.7079746,4948272.55026256,2682,14681,OBSTRUCTION,B,12333,High,Direct,28,Feet and tenths,,"H11398, OPR-B310-NRT5-07; The feature is an OBSTN found by Klein 3000 SSS developed by Simrad EM3000 MBES, with a depth of 28 feet in Latitude 40-33-51.1N, Longitude 074-12-45.9W. (Updated 8/25/09 KAK)",40.564194,-74.21275
-8260778.38342602,4951891.90426558,2683,14682,OBSTRUCTION,B,12333,High,Direct,34,Feet and tenths,,"H11398, OPR-B310-NRT5-07; The area was covered with 200% Klein 3000 SSS and 100% Simrad EM3000 MBES. The object appears to be rocks on the edge of the channel, with a depth of 34 ft in Lat. 40-35-20.0N, Lon. 074-12-28.2W. (Updated 8/25/09 KAK)",40.588889,-74.207833
-8267936.85170696,4937715.53582557,2684,14689,OBSTRUCTION,B,12331,High,Direct,21,Feet and tenths,,"H11399, OPR-B310-NRT5-07; The area was covered with 200% Klein 3000 SSS and 100% Simrad EM3000 MBES, the object is an OBSTN with a depth of 21 feet, 40-29-31.6N, 74-16-19.7W. (Updated 9/3/09 KAK)",40.492111,-74.272139
-8265129.12857491,4942608.25652065,2685,14692,OBSTRUCTION,B,12331,High,Direct,23,Feet and tenths,,"H11399, OPR-B310-NRT5-07; The area was covered with 200% Klein 3000 SSS and 100% Simrad EM3000 MBES, Chart Obstn with a depth of 23 feet, 40-31-31.9N, 74-14-48.9W. (Updated 9/3/09 KAK)",40.525528,-74.246917
-8229403.91196039,4994745.27057063,2686,14849,OBSTRUCTION,B,12345,Low,Scaled,26,Feet and tenths,,****Unkown Source-- An obstructions is charted at 40/52/50.11 - 73/55/33.57 with a least depth of 26. The charted obstn was applied to the chart before 1962.,40.880586,-73.925992
-8229334.33726481,4994928.87234129,2687,14850,OBSTRUCTION,B,12345,Low,Scaled,31,Feet and tenths,,****Unkown Source-- An obstructions is charted at 40/52/54.6 - 73/55/31.32 with a least depth of 31. The charted obstn was applied to the chart before 1962.,40.881833,-73.925367
-8229209.35895449,4997576.24371873,2688,14852,OBSTRUCTION,B,12345,High,Direct,25,Feet and tenths,,"DD9992 and DD9993-- NRT7 9/2007; An obstructions was found at the position of 40/53/59.32 - 73/55/27.28, with a least depth of 25ft.",40.899811,-73.924244
-8229243.42279736,4999044.99246718,2689,14854,OBSTRUCTION,B,12345,Low,Direct,,,,L1846/09-- USCG; A tug reported that its anchor snaged a submerged anchor and chain. The anchor was freed and the chain that snaged the anchor sunk at 40 54.587N 073 55.473W.,40.909783,-73.92455
-8228400.80081752,5000000.12206762,2690,14855,OBSTRUCTION,B,12345,High,Direct,38,Feet and tenths,,"DD9992 and DD9993-- NRT7 9/2007; An obstructions was found at the position of 40/54/58.56 - 73/55/01.13, with a least depth of 38ft.",40.916267,-73.916981
-8229132.41505769,5001041.53212513,2691,14856,OBSTRUCTION,B,12345,High,Direct,15,Feet and tenths,,"DD9992 and DD9993-- NRT7 9/2007; An obstructions was found at the position of 40/55/24.01 - 73/55/24.79, with a least depth of 15ft.",40.923336,-73.923553
-8011316.30487131,5056397.71137101,2692,14868,OBSTRUCTION,B,13214,Med,Direct,62,Feet and tenths,,"FE-343, 1990. Item located during FE-343,90 from the NOAA Ship Heck. An obstruction with least depth of 62ft was found with SSS/SB and charted as Obstn rep 1990 in blue tint. (PTT, 2/23/11)",41.298,-71.966878
-8011574.12090493,5056614.19269551,2693,14869,OBSTRUCTION,B,13214,Med,Direct,74,Feet and tenths,,"FE-343, 1990. Item located during FE-343,90 from the NOAA Ship Heck. An obstruction with least depth of 74ft was found with SSS/SB and charted as Obstn rep 1990. (PTT, 2/23/11)",41.299461,-71.969194
-8011440.87143217,5056635.97445942,2694,14870,OBSTRUCTION,B,13214,Med,Direct,74,Feet and tenths,,"FE-343, 1990. Item located during FE-343,90 from the NOAA Ship Heck. An obstruction with least depth of 74ft was found with SSS/SB and charted as Obstn rep 1990. (PTT, 2/23/11)",41.299608,-71.967997
-8012089.64162468,5056397.26682226,2695,14871,OBSTRUCTION,B,13214,High,Direct,69,Feet and tenths,,"FE-343, 1990. Item located during FE-343,90 from the NOAA Ship Heck. An obstruction with least depth of 69ft was found with SSS/SB and charted as Obstn rep 1990. (PTT, 2/23/11)",41.297997,-71.973825
-8012320.96360304,5056431.05002627,2696,14872,OBSTRUCTION,B,13214,High,Direct,72,Feet and tenths,,"FE-343, 1990. Item located during FE-343,90 from the NOAA Ship Heck. An obstruction with least depth of 72ft was found with SSS/SB and charted as Obstn rep 1990. (PTT, 2/23/11)",41.298225,-71.975903
-8098706.4407784,5039898.93721424,2697,15002,OBSTRUCTION,B,12373,Unknown,Not Provided,49,Feet and tenths,,"FE340ss/89 - OPR-B660-HE; Series of rocks located with SSS, divers determined least depth to 45 ft @ 72/45/06.9 41/11/11.6. (PTT 5/14/2012)",41.186556,-72.751917
-8098876.50361688,5039841.39677952,2698,15003,OBSTRUCTION,B,12373,High,Direct,52,Feet and tenths,,"FE340ss/89 - OPR-B660-HE; Series of rocks located with SSS, divers determined least depth to 52 ft @ 72/45/12.4 41/11/10.2. (PTT 5/14/2012)",41.186167,-72.753444
-8099046.57758803,5039800.27554499,2699,15004,OBSTRUCTION,B,12373,High,Direct,52,Feet and tenths,,"FE340ss/89 - OPR-B660-HE; Series of rocks located with SSS, divers determined least depth to 52 ft @ 72/45/17.5 41/11/9.2. (PTT 5/14/2012)",41.185889,-72.754972
-7963657.29879429,5064665.9739676,2700,15022,OBSTRUCTION,B,13219,High,Direct,38,Feet and tenths,,"H12023, OPR-B363-TJ-09; 2.5m high obstruction found with Reson 7125 object detection multibeam. Soundings were corrected to MLLW with final verified water levels and final TCARI zoning. Least depth of 38 ft, item submitted as a DTON during H12023. (PTT",41.353778,-71.53875
-7959331.29954857,5065238.57215555,2701,15024,OBSTRUCTION,B,13219,High,Direct,22,Feet and tenths,,"H12023, OPR-B363-TJ-09; Item submitted during H12023 as a DTON 3.0m high uncharted obstruction found with 200% klein 5000 side scan sonar and reson 7125 object detection multibeam. Least depth of 22 ft, Soundings were corrected to MLLW with final verif",41.357639,-71.499889
-7959219.98002523,5065325.03577916,2702,15025,OBSTRUCTION,B,13219,High,Direct,19,Feet and tenths,,"H12023, OPR-B363-TJ-09; Item located during H12023 and submitted as a DTON. 4.0m high uncharted obstruction found with 200% klein 5000 side scan sonar and reson 7125 object detection multibeam. Least depth of 19 ft. Soundings were corrected to MLLW wi",41.358222,-71.498889
-7940660.54443265,5085594.62102431,2703,15033,OBSTRUCTION,B,13223,High,Direct,41,Feet and tenths,,"H11930-- OPR-B301-NRT5-11; 2011; Sounding is least depth on linear obstruction which is approximately 50 meters long, and rises 10 ft from surrounding seafloor. Least depth of 41 ft lies between charted 48 and 51 ft soundings, and near designated anchor",41.49475,-71.332167
-7935045.08653864,5085313.88039852,2704,15034,OBSTRUCTION,B,13223,High,Direct,43,Feet and tenths,,"H11930-- OPR-B301-NRT5-11; 2011; Sounding is least depth on obstruction rising approximately 10 ft from the surrounding seafloor. Obstruction is approximately 12 meters long. Least depth of 43 ft near charted 55 ft sounding, and near designated anchora",41.492861,-71.281722
-8189937.11925621,4952290.93163487,2705,15134,OBSTRUCTION,B,12352,Med,Direct,12,Feet and tenths,,L118(75)--Obstruction ED currently charted in position LAT 40-35-29.8 / LONG 073-34-17.24W. (ENT PTT 6/4/13).,40.591611,-73.571456
-8200915.07250813,4953148.11098368,2706,15135,WRECK,B,12352,Med,Direct,5,Feet and tenths,,"Source Unknown--Wreck ED, approx position LAT 40-35-50.85N / LONG 073-40-12.26W. (ENT PTT 6/4/13).",40.597458,-73.670072
-8238322.41744379,4927161.23038111,2707,2463,OBSTRUCTION,B,12330,Low,Scaled,0,,,HISTORY LNM37/79--SUBMERGED OBJECT REPORTED APPROX. 50 YARDS WEST OF SHREWSBURY RIVER LT. BELL BUOY 2; POSITION OBTAINED FROM CHART HISTORY. H10049/82--OPR-B139-WH-82; ONE BOAT OTTER-BOARD CHAIN SWEEP WAS RUN AT 10M LINE SPACING FOR A 50M RADIU,40.419969,-74.006108
-8099791.83999778,5049740.56953344,2708,7861,OBSTRUCTION,B,12373,Med,Direct,0,,,"HISTORY CL858/90-- LETTER DATED 9/13/90 FROM RONALD A. KNAPP TO NOS. REPORTS BOAT DRAWING 5 FEET 11 INCHES HIT UNCHARTED SUBMERGED ROCK AT APPROX. LOW TIDE. VISUAL BEARINGS. HE HAS NAMED THE FEATURE ""MARGE'S ROCK"". HE SENT COPY OF LETTER TO ""NOTICE",41.253056,-72.761667
-8242429.21920373,4966406.78174076,2709,15097,OBSTRUCTION,B,12335,High,Direct,19,Feet and tenths,,H11600-- OPR-B301-TJ-06; Uncharted non-dangerous obstruction acquired with Reson 8101 MBES and 200% Klein 5000 side scan. Soundings were corrected to MLLW with verified water levels and final tide zoning. Evaluated by the hydrographer as not a DTON du,40.687833,-74.043
-8242302.43740202,4966557.70019782,2710,15098,OBSTRUCTION,B,12335,High,Direct,23,Feet and tenths,,H11600-- OPR-B301-TJ-06; Obstructions found with least depth of 23 ft.,40.688861,-74.041861
-8241671.62310536,4967944.4091753,2711,15099,OBSTRUCTION,B,12335,High,Direct,20,Feet and tenths,,H11600--OPR-B301-TJ-06; Obstrunction Least depth = 20 ft,40.698306,-74.036194
-8241461.36278478,4967964.67171526,2712,15100,OBSTRUCTION,B,12335,High,Direct,23,Feet and tenths,,"H11600-- OPR-B301-TJ-06; Obstruction, 23 ft.",40.698444,-74.034306
-8241597.41751954,4968172.73214698,2713,15101,OBSTRUCTION,B,12335,High,Direct,19,Feet and tenths,,H11600-- OPR-B301-TJ-06; Uncharted non-dangerous obstruction acquired with Reson 8101 MBES and 200% Klein 5000 side scan. Soundings were corrected to MLLW with verified water levels and final tide zoning. Evaluated by the hydrographer as not a DTON due,40.699861,-74.035528
